sen	Polarity	Sentence
neu	0.589	pro Honor x and Do n ' t believe the !
pos	0.411	pro Honor x and Do n ' t believe the !
compound	-0.3412	They ' re not that good .
neg	0.376	They ' re not that good .
neu	0.624	They ' re not that good .
neu	1.0	The burn out after not + it ' s + Rear cam : + ?
neu	1.0	: min in this video .
compound	-0.3802	Confused !
neg	1.0	Confused !
neu	1.0	can u review th Hey did you already review the electric from ?
neu	1.0	Back cam is & ... .
compound	0.3182	Correct it please in your video ...
neu	0.723	Correct it please in your video ...
pos	0.277	Correct it please in your video ...
compound	0.8555	The battery life is bad , the a lite is batter at that , but still both are the best at that price Thanks for the information .
neg	0.068	The battery life is bad , the a lite is batter at that , but still both are the best at that price Thanks for the information .
neu	0.638	The battery life is bad , the a lite is batter at that , but still both are the best at that price Thanks for the information .
pos	0.293	The battery life is bad , the a lite is batter at that , but still both are the best at that price Thanks for the information .
neu	1.0	This is my phone .
compound	0.0772	I want an phone which I know the lite version .
neu	0.843	I want an phone which I know the lite version .
pos	0.157	I want an phone which I know the lite version .
compound	0.6124	I like your channel very much it tech like this not only .
neu	0.643	I like your channel very much it tech like this not only .
pos	0.357	I like your channel very much it tech like this not only .
compound	0.4201	More like this beard man .
neu	0.589	More like this beard man .
pos	0.411	More like this beard man .
compound	-0.4939	Finally got the red edition at with full warranty .. Its a steal deal .
neg	0.211	Finally got the red edition at with full warranty .. Its a steal deal .
neu	0.789	Finally got the red edition at with full warranty .. Its a steal deal .
compound	0.6369	Enjoying the stock android experience and are top notch .
neu	0.574	Enjoying the stock android experience and are top notch .
pos	0.426	Enjoying the stock android experience and are top notch .
compound	0.7184	😊 It ' s + rear r u doing man .. Yo , I dig your channel .
neu	0.667	😊 It ' s + rear r u doing man .. Yo , I dig your channel .
pos	0.333	😊 It ' s + rear r u doing man .. Yo , I dig your channel .
compound	0.4497	But have you ever thought of a from what music you have to test your , I am sure that a lot of us would dig it .
neu	0.882	But have you ever thought of a from what music you have to test your , I am sure that a lot of us would dig it .
pos	0.118	But have you ever thought of a from what music you have to test your , I am sure that a lot of us would dig it .
neu	1.0	Can u tell us about hot pro @ unbox therapy A lite aka note pro is a complete let down dude !
compound	0.7269	❤️ I just got it , it ' s running Android now , pretty good .
neu	0.596	❤️ I just got it , it ' s running Android now , pretty good .
pos	0.404	❤️ I just got it , it ' s running Android now , pretty good .
neu	1.0	Mi Explorer Edition WHEN ?
compound	-0.2244	stopping punching your desk !
neg	0.387	stopping punching your desk !
neu	0.613	stopping punching your desk !
neu	1.0	I ’ m totally getting the lite version of this phone .
compound	0.4404	Thanks for the in depth review .
neu	0.633	Thanks for the in depth review .
pos	0.367	Thanks for the in depth review .
compound	0.891	💙 Please do on Honor x sir I wan na see Pretty good phone for the price .
neu	0.508	💙 Please do on Honor x sir I wan na see Pretty good phone for the price .
pos	0.492	💙 Please do on Honor x sir I wan na see Pretty good phone for the price .
compound	0.3182	🔥🔥🔥 ANOTHER ONE If you wonder what track is at : it ' s Petrified and recently by yours truly : D A Lite is much better .
neg	0.128	🔥🔥🔥 ANOTHER ONE If you wonder what track is at : it ' s Petrified and recently by yours truly : D A Lite is much better .
neu	0.659	🔥🔥🔥 ANOTHER ONE If you wonder what track is at : it ' s Petrified and recently by yours truly : D A Lite is much better .
pos	0.212	🔥🔥🔥 ANOTHER ONE If you wonder what track is at : it ' s Petrified and recently by yours truly : D A Lite is much better .
compound	0.2732	Bigger battery , as well as memory , all at a price .
neu	0.792	Bigger battery , as well as memory , all at a price .
pos	0.208	Bigger battery , as well as memory , all at a price .
compound	-0.6124	if only it had headphone and battery i would get it but hour is unacceptable A Lite is heavy , more battery .
neg	0.182	if only it had headphone and battery i would get it but hour is unacceptable A Lite is heavy , more battery .
neu	0.818	if only it had headphone and battery i would get it but hour is unacceptable A Lite is heavy , more battery .
compound	0.4199	My it I got a Mi A courtesy of , and I am yet to use it !
neu	0.798	My it I got a Mi A courtesy of , and I am yet to use it !
pos	0.202	My it I got a Mi A courtesy of , and I am yet to use it !
compound	0.54	From my experience in the past , their camera quality is really good !
neu	0.759	From my experience in the past , their camera quality is really good !
pos	0.241	From my experience in the past , their camera quality is really good !
neu	1.0	Would you unbox the note pro ?
compound	0.3182	I ' m a fan .
pos	1.0	I ' m a fan .
neu	1.0	@ : Not really , is usually faster .
compound	0.8762	Not over in Canada , I ' m based , but as I love your channel , would be cool to see you review the P if you can get a hold of one A is only in : This guy becoming a mi you should review the mi lite !
neu	0.799	Not over in Canada , I ' m based , but as I love your channel , would be cool to see you review the P if you can get a hold of one A is only in : This guy becoming a mi you should review the mi lite !
pos	0.201	Not over in Canada , I ' m based , but as I love your channel , would be cool to see you review the P if you can get a hold of one A is only in : This guy becoming a mi you should review the mi lite !
compound	0.9735	❤️ The light version is something like half the power of this one I have respect for someone who respect for stock android ^ _ ^ I ' m between A Lite , P Smart , J and G Play for my re missing of all : Consider this phone : Note pro many say plus is better big battery , better camera and ... should review the Plus Which mobile is best to buy in budget minimum n express is safe to buy compare it with .
neg	0.024	❤️ The light version is something like half the power of this one I have respect for someone who respect for stock android ^ _ ^ I ' m between A Lite , P Smart , J and G Play for my re missing of all : Consider this phone : Note pro many say plus is better big battery , better camera and ... should review the Plus Which mobile is best to buy in budget minimum n express is safe to buy compare it with .
neu	0.679	❤️ The light version is something like half the power of this one I have respect for someone who respect for stock android ^ _ ^ I ' m between A Lite , P Smart , J and G Play for my re missing of all : Consider this phone : Note pro many say plus is better big battery , better camera and ... should review the Plus Which mobile is best to buy in budget minimum n express is safe to buy compare it with .
pos	0.297	❤️ The light version is something like half the power of this one I have respect for someone who respect for stock android ^ _ ^ I ' m between A Lite , P Smart , J and G Play for my re missing of all : Consider this phone : Note pro many say plus is better big battery , better camera and ... should review the Plus Which mobile is best to buy in budget minimum n express is safe to buy compare it with .
neu	1.0	Plus .
compound	0.4939	Still I ca n ' t afford it ... Do a review of Honor X g one .
neu	0.738	Still I ca n ' t afford it ... Do a review of Honor X g one .
pos	0.262	Still I ca n ' t afford it ... Do a review of Honor X g one .
neu	1.0	You got ta check it out .
compound	0.6369	It ' s the best android one to date , and it ' s in Canada my fellow 👍 @ : Let ' s say , it is for the average user .
